t,P_e_sys_pu,P_ref_sys_pu,P_uic_bus_sys_pu,Q_uic_bus_sys_pu,omega_e_pu,omega_grid_pu,f_grid_hz,V_WTG1_LV_pu,angle_WTG1_LV_deg,V_uic_internal_pu,I_uic_pu,I_uic_angle_deg,P_sync_generators_total_sys_pu,Q_sync_generators_total_sys_pu,fmu_RotSpeed,fmu_GenSpeed,fmu_GenTq,fmu_BldPitch1,fmu_Wind1VelX,fmu_YawBrTAxp,fmu_YawBrTAyp,fmu_HSShftTq,load_step_scale,torque_mod_factor,elecpwr_mod_factor,zmq_torque_offset_nm
0.0,0.12879999986498172,0.15000000420644488,0.12879999986498172,0.022777609350451557,1.000001703598206,1.0,50.0,1.049999999859802,7.051578551574151,1.0626180089615,0.6228502158037286,-2.977192759159618,0.3472272525486746,0.012829834884950847,7.56,7.56,19786.768,10.5,13.0,0.0,-4.287381599525796e-16,1.7423184319237213e-14,0.0,1.0,1.0,0.0
0.01,0.13341178306132817,0.15000000105464137,0.13341178306132817,0.02283212314304822,0.9978071200704369,1.0000021223232096,50.00010611616048,1.0497003592127674,7.380003589379276,1.0624780169428512,0.6447146044842288,-2.33152505230273,0.3424532014569691,0.013918848355154567,7.56,7.56,19786.768,10.5,13.0,0.0,-4.287381599525796e-16,1.7423184319237213e-14,0.0,1.0,1.0,-0.0
0.02,0.1367797689128936,0.1499999606252393,0.1367797689128936,0.02282988438157797,0.9922366485677747,1.0000077852340512,50.00038926170256,1.049226750283449,7.64500590389768,1.062108097586012,0.6608292567549338,-1.830869990129422,0.338783020446795,0.014781814812982538,7.5579665490861565,7.5579665490861565,19786.768,10.5,13.0,0.0,-0.270722145317254,19754.912680340713,0.0,1.0,1.0,-0.0
0.03,0.13931073598392513,0.14999980049098596,0.13931073598392513,0.022738241020734757,0.984515431009714,1.000016167843199,50.000808392159946,1.048672806948099,7.860999765706968,1.0615942583968856,0.673013551727872,-1.4090505835230895,0.3359323378754816,0.01553482616384549,7.5559523732174565,7.5559523732174565,19786.768,10.500000876567357,13.0,0.0,-0.27017136749523685,19755.66861916712,0.0,1.0,1.0,-0.0
0.04,0.14123928734544022,0.14999942185557869,0.14123928734544022,0.022573053943411563,0.9756711754265627,1.0000266450603676,50.00133225301838,1.0481002489617202,8.039328665716255,1.061010385582409,0.6823380757880134,-1.0409677291918595,0.33371358652649175,0.016212609759441617,7.553897115796618,7.553897115796618,19786.77,10.500110136800368,13.0,0.0,-0.27164453890102586,19754.322852498146,0.0,1.0,1.0,-0.0
0.05,0.14271690277065577,0.14999872558280283,0.14271690277065577,0.022358712354755398,0.9665969341540781,1.0000387263101007,50.001936315505034,1.0475499222361566,8.188857355336241,1.0604120385494047,0.6895026880854912,-0.714999164112677,0.331994282821151,0.01682494737957326,7.5498207126125125,7.5498207126125125,19786.778000000002,10.500031881814031,13.0,0.0,-0.2708144763814783,19754.93030676348,0.0,1.0,1.0,-0.0
0.060000000000000005,0.14384965691554982,0.14999747430695598,0.14384965691554982,0.022116163547315673,0.9580548231845,1.0000520184276853,50.002600921384264,1.0470487560758694,8.316498037722846,1.0598384386835904,0.6950003571171206,-0.42400169390418674,0.3306770323892837,0.017375821495486284,7.5498207126125125,7.5498207126125125,19786.778000000002,10.500031881814031,13.0,0.0,-0.2708144763814783,19754.93030676348,0.0,1.0,1.0,-0.0
0.07,0.14471566659640855,0.1499957589068142,0.14471566659640855,0.021860596625307264,0.9507075424393259,1.0000662009901236,50.003310049506176,1.0466143098373193,8.427633999441234,1.0593162157478881,0.6991948773318218,-0.16246062021178662,0.32968855694413884,0.017869066412574647,7.5457370710395235,7.5457370710395235,19786.798,10.500016513888399,13.0,0.0,-0.27035755579411314,19754.938251025607,0.0,1.0,1.0,-0.0
0.08,0.14537426918422672,0.1499931744197876,0.14537426918422672,0.021602122171293505,0.9450667746134684,1.000081009000471,50.00405045002355,1.0462577767792243,8.526457869544082,1.0588628771270345,0.7023627919702822,0.07434789508778321,0.3289727488045752,0.018309461375537347,7.5457370710395235,7.5457370710395235,19786.798,10.500016513888399,13.0,0.0,-0.27035755579411314,19754.938251025607,0.0,1.0,1.0,-0.0
0.09,0.145871243509217,0.14998990406426796,0.145871243509217,0.021347100144819015,0.9415275829966091,1.0000962203504904,50.00481101752452,1.0459859805911327,8.616220145550335,1.0584895094116455,0.7047176595271087,0.29053562899057883,0.3284861227045043,0.01870242034351335,7.54369551155936,7.54369551155936,19786.812,10.500005414830998,13.0,0.0,-0.27001480534280436,19754.952358956732,0.0,1.0,1.0,-0.0
0.09999999999999999,0.14624241928010837,0.14998584539876486,0.14624241928010837,0.021099371734340927,0.9403325386373155,1.0001116466586173,50.005582332930864,1.0458026760149932,8.69943747766864,1.0582027217134036,0.7064270200942837,0.4896438090138202,0.3281943310047665,0.019053508612143135,7.541654446345031,7.541654446345031,19786.832000000002,10.49998663181078,13.0,0.0,-0.2695990464034544,19754.966505096698,0.0,1.0,1.0,-0.0
0.10999999999999999,0.146515993778178,0.14998096228328492,0.146515993778178,0.02086119610939022,0.9415789488543819,1.00012712655912,50.006356327956006,1.0457094013446222,8.778040669368162,1.0580059808858489,0.7076233051778591,0.6746362041401205,0.3280698124425866,0.019367995828577608,7.539614079820514,7.539614079820514,19786.854,10.499970410111501,13.0,0.0,-0.26911270164018575,19754.998427440736,0.0,1.0,1.0,-0.0
0.11999999999999998,0.1467142835836519,0.1499753313209913,0.1467142835836519,0.02063390422243713,0.9452242958941582,1.0001425207435661,50.00712603717831,1.0457060287365891,8.853495537958148,1.057900505449118,0.7084120743616602,0.8479210859442795,0.32808998770847453,0.01965059382614381,7.537574613670782,7.537574613670782,19786.884000000002,10.499942235581175,13.0,0.0,-0.268557395416886,19755.02233969125,0.0,1.0,1.0,-0.0
0.12999999999999998,0.14685503188501584,0.14996898910431067,0.14685503188501584,0.020418325347579938,0.9510956194391383,1.000157708324266,50.007885416213306,1.0457911193699663,8.926898834700458,1.0578858505555926,0.708878135158815,1.011394576411708,0.3282359233771681,0.01990533413799828,7.535536218349565,7.535536218349565,19786.918,10.49991149972991,13.0,0.0,-0.26793483835023285,19755.071411709774,0.0,1.0,1.0,-0.0
0.13999999999999999,0.14695235964248318,0.14996205038253424,0.14695235964248318,0.020215047102046316,0.9589038859008774,1.000172584155123,50.00862920775615,1.0459621591410506,8.999052156594145,1.057960288103434,0.7090899623352868,1.1664943782326596,0.32849138733219685,0.02013553512262528,7.533499069696001,7.533499069696001,19786.958,10.499875641236766,13.0,0.0,-0.26724615124491613,19755.112102463732,0.0,1.0,1.0,-0.0
0.15,0.1470175177631804,0.1499546426032101,0.1470175177631804,0.020024562978442687,0.9682628108200942,1.0001870568484417,50.00935284242208,1.046215719807852,9.07052314802949,1.058121055643521,0.7091031691266647,1.3142645254230008,0.328842134408294,0.02034384026697333,7.531463324838602,7.531463324838602,19787.004,10.499832098780807,13.0,0.0,-0.26649275388181015,19755.16790056637,0.0,1.0,1.0,-0.0
0.16,0.1470594524477173,0.14994691484910092,0.1470594524477173,0.019847345676496656,0.9787113293117468,1.0002010473002116,50.01005236501058,1.046547578138561,9.141694066786233,1.0583645239827288,0.7089630907885259,1.4554198355783965,0.3292754027743241,0.02053228753417366,7.529429133470888,7.529429133470888,19787.056,10.499780872362033,13.0,0.0,-0.2656754409223746,19755.22874544755,0.0,1.0,1.0,-0.0
0.17,0.14708524847434337,0.14993957616031717,0.14708524847434337,0.019683874834395126,0.9897387168200222,1.0002144875766592,50.01072437883296,1.0469528118501932,9.212801593319094,1.058686317204684,0.7087067913457487,1.5904083760916021,0.3297795491562804,0.020702396023471625,7.5253659724008495,7.5253659724008495,19787.186,10.499659636504266,13.0,0.0,-0.2638529352460103,19755.38313375759,0.0,1.0,1.0,-0.0
0.18000000000000002,0.1471005959121895,0.14993122027610503,0.1471005959121895,0.01953464062662451,1.000799657935429,1.000227320113584,50.0113660056792,1.0474258745294547,9.283977938803323,1.0590814018366013,0.7083651922393389,1.7194825647243863,0.3303436666085676,0.020855287197503822,7.5253659724008495,7.5253659724008495,19787.186,10.499659636504266,13.0,0.0,-0.2638529352460103,19755.38313375759,0.0,1.0,1.0,-0.0
0.19000000000000003,0.1471095728874001,0.1499242278466585,0.1471095728874001,0.019400119243586037,1.0113753679045623,1.0002394969207158,50.01197484603579,1.047960706744692,9.355242928066664,1.0595441770393341,0.7079619321361159,1.842695070152302,0.33095790922479296,0.020991644795379173,7.5213106651548625,7.5213106651548625,19787.348,10.499499980832416,13.0,0.0,-0.26178412303961374,19755.562821639407,0.0,1.0,1.0,-0.0
0.20000000000000004,0.14711579390140056,0.14991701444306774,0.14711579390140056,0.01928077758060457,1.0209561392139914,1.000250979127347,50.012548956367354,1.048550764178129,9.426590185875785,1.0600685405937988,0.7075187713074131,1.9600455932243162,0.3316124238384446,0.021112030315113495,7.519286269332828,7.519286269332828,19787.442,10.499405211957683,13.0,0.0,-0.2606596722999229,19755.673786645373,0.0,1.0,1.0,-0.0
0.21000000000000005,0.14712157377554708,0.14991029704305137,0.14712157377554708,0.01917702694181582,1.0290957448906242,1.0002617365344468,50.01308682672234,1.0491891383068077,9.497936225683404,1.060647959209595,0.707051518114571,2.0714081996512888,0.33229829007946526,0.02121669389046728,7.5172641941205045,7.5172641941205045,19787.544,10.49930532044107,13.0,0.0,-0.2594756484903647,19755.786949855443,0.0,1.0,1.0,-0.0
0.22000000000000006,0.14712871031575278,0.14990422331082326,0.14712871031575278,0.019089219975705004,1.0354242138509697,1.0002717470911473,50.013587354557366,1.0498686151504968,9.569177535387146,1.0612755499032644,0.7065736882130308,2.1766313966708286,0.3330068345897704,0.021305796561893544,7.5152445532177845,7.5152445532177845,19787.658,10.499188353451535,13.0,0.0,-0.2582329977640127,19755.910748992213,0.0,1.0,1.0,-0.0
0.23000000000000007,0.14713843443866423,0.14989885130115335,0.14713843443866423,0.01901763107869195,1.0396631280118243,1.0002809965835027,50.014049829175136,1.0505817528166301,9.640191974147422,1.0619441458636243,0.7060962047814532,2.2755460021680745,0.33372976509345686,0.021379415991767493,7.513227454350127,7.513227454350127,19787.78,10.499067971367413,13.0,0.0,-0.2569321067215721,19756.05499593423,0.0,1.0,1.0,-0.0
