t,P_e_sys_pu,P_ref_sys_pu,P_uic_bus_sys_pu,Q_uic_bus_sys_pu,omega_e_pu,omega_grid_pu,f_grid_hz,V_WTG1_LV_pu,angle_WTG1_LV_deg,V_uic_internal_pu,I_uic_pu,I_uic_angle_deg,P_sync_generators_total_sys_pu,Q_sync_generators_total_sys_pu,fmu_RotSpeed,fmu_GenSpeed,fmu_GenTq,fmu_BldPitch1,fmu_Wind1VelX,fmu_YawBrTAxp,fmu_YawBrTAyp,fmu_HSShftTq,load_step_scale,torque_mod_factor,elecpwr_mod_factor
0.0,0.066449999984766,0.06300914583112728,0.066449999984766,0.024330027732151954,0.7539695384272188,1.0,50.0,1.0500000001035457,3.5483211897899256,1.0620572147669756,0.33697173308566086,-16.561396912352375,0.40822772490817627,-0.00016535195539560147,5.7,5.7,11023.871000000001,0.0,8.0,0.0,-0.0,-1014.0619573893667,0.0,1.0,1.0
0.01,0.06565016514737615,0.06300914621135573,0.06565016514737615,0.02437343788428015,0.7544633982949334,0.999999653052477,49.99998265262385,1.0499925065572784,3.496438672606529,1.062059196884474,0.3334720342363255,-16.871629432645406,0.4090100994940541,-0.0003068517736527747,5.7,5.7,11023.871000000001,0.0,8.0,0.0,-0.0,-1014.0619573893667,0.0,1.0,1.0
0.02,0.06502540059624283,0.06300915133512593,0.06502540059624283,0.0244208817352701,0.7557674766565914,0.9999987288202634,49.99993644101317,1.0499777487171722,3.457052857974858,1.0620584885724396,0.3307685916654105,-17.127072488009613,0.40960076948878443,-0.00043021627577834577,5.655026873120255,5.655026873120255,11023.871000000001,0.0,8.0,0.0,-0.0,10163.42681879928,0.0,1.0,1.0
0.03,0.06454979191622684,0.0630091716806739,0.06454979191622684,0.02446014848661038,0.7573566766603794,0.9999973748162281,49.9998687408114,1.0499590777817442,3.4269347584539274,1.062052160118844,0.3287213577183082,-17.32649599596833,0.4100407371352946,-0.0005269742805189689,5.611200308503037,5.611200308503037,11023.871000000001,0.0,8.0,0.0,-0.0,10195.808832164592,0.0,1.0,1.0
0.04,0.0641950699490092,0.06300922006929392,0.0641950699490092,0.02448878413484843,0.7587152843808176,0.9999957064526087,49.99978532263044,1.0499390272295472,3.4035849218343004,1.062041112478368,0.32719712097042153,-17.47699406016908,0.41036381389645193,-0.0005983976134779093,5.568377324097517,5.568377324097517,11023.871000000001,0.0,8.0,0.0,-0.0,10213.678682570444,0.0,1.0,1.0
0.05,0.06393536684476113,0.06300930723362441,0.06393536684476113,0.024508258516051686,0.759387223694731,0.9999938132234525,49.99969066117262,1.0499190347515885,3.385096321709704,1.062027084433783,0.326081281456333,-17.588163655346502,0.41059675676382834,-0.0006492203567364783,5.488630999857138,5.488630999857138,11023.871000000001,0.0,8.0,0.0,-0.0,10303.018460436566,0.0,1.0,1.0
0.060000000000000005,0.06374885493450214,0.06300943778943831,0.06374885493450214,0.024521178201767045,0.7587775165908548,0.9999917643546687,49.99958821773344,1.0498995742054555,3.3700288672230916,1.0620114717119635,0.3252801760400911,-17.66935170102195,0.41076022385488287,-0.0006847396014063873,5.488630999857138,5.488630999857138,11023.871000000001,0.0,8.0,0.0,-0.0,10303.018460436566,0.0,1.0,1.0
0.07,0.06361792027943702,0.06300960605497732,0.06361792027943702,0.02453006538045865,0.7568164656534813,0.9999896135151686,49.99948067575843,1.0498804196623173,3.3573038015137455,1.0619950037306465,0.3247194139674893,-17.728547707257125,0.4108699441455095,-0.0007096227616430065,5.4196094932746774,5.4196094932746774,11023.871000000001,0.0,8.0,0.0,-0.0,10422.248631400857,0.0,1.0,1.0
0.08,0.06352872174140657,0.06300979457409564,0.06352872174140657,0.024536912683633675,0.7531745401830586,0.9999874025420233,49.999370127101166,1.0498609152874354,3.346118874941741,1.0619777888875108,0.3243408636914824,-17.772106026892843,0.4109378256792977,-0.0007275403120826652,5.4196094932746774,5.4196094932746774,11023.871000000001,0.0,8.0,0.0,-0.0,10422.248631400857,0.0,1.0,1.0
0.09,0.06347055656236136,0.06300997252517818,0.06347055656236136,0.02454310067951212,0.7479725765948738,0.999985164287009,49.99925821435045,1.0498402011661978,3.335882063784545,1.0619594876793343,0.3240994921254129,-17.80484751975202,0.4109728956998022,-0.0007411701499225764,5.390125334108452,5.390125334108452,11023.871000000001,0.0,8.0,0.0,-0.0,10492.404935048085,0.0,1.0,1.0
0.09999999999999999,0.0634352270080782,0.06301009615651186,0.0634352270080782,0.024549467734184177,0.7412878946761899,0.999982924742484,49.9991462371242,1.0498173817958107,3.326160625955874,1.0619395026106107,0.323960545448947,-17.830304257129505,0.4109820491767697,-0.0007523468134929383,5.364446022777351,5.364446022777351,11023.871000000001,0.0,8.0,0.0,-0.0,10568.455951149177,0.0,1.0,1.0
0.10999999999999999,0.06341648672534504,0.06301010994955264,0.06341648672534504,0.024556429437213714,0.7332789972632944,0.9999807046062771,49.99903523031385,1.0497916401490048,3.3166423044126407,1.0619171395471765,0.32389722136912197,-17.850991196625962,0.4109706196656858,-0.0007622474142775149,5.342854051996187,5.342854051996187,11023.871000000001,0.0,8.0,0.0,-0.0,10649.471089659408,0.0,1.0,1.0
