t,torque_offset_nm,gen_tq_meas_nm,gen_speed_rpm,rot_speed_rpm
15.72,934347.3970383527,12127970.0,0.5714525,0.5714525
15.73,925711.6418654305,12119220.0,0.5714539,0.5714539
15.74,916875.7810413587,12110260.0,0.5714552,0.5714552
15.75,907841.7245622998,12101110.0,0.5714563,0.5714563
15.76,898611.4252672076,12091750.0,0.5714574,0.5714574
15.77,889186.8784156935,12082200.0,0.5714583,0.5714583
15.78,879570.1212567227,12072460.0,0.5714592,0.5714592
15.79,869763.2325882331,12062520.0,0.5714599,0.5714599
15.8,859768.3323077773,12052400.0,0.5714605,0.5714605
15.81,849587.5809542738,12042090.0,0.5714611,0.5714611
15.82,839223.1792409747,12031590.0,0.5714616,0.5714616
15.83,828677.3675797532,12020910.0,0.5714619,0.5714619
15.84,817952.4255968061,12010050.0,0.5714622,0.5714622
15.85,807050.6716398787,11999010.0,0.5714623,0.5714623
15.86,795974.4622771267,11987790.0,0.5714625,0.5714625
15.87,784726.191787703,11976400.0,0.5714625,0.5714625
15.88,773308.2916442038,11964840.0,0.5714624,0.5714624
15.89,761723.2299870764,11953100.0,0.5714622,0.5714622
15.9,749973.5110910849,11941200.0,0.571462,0.571462
15.91,738061.6748239885,11929140.0,0.5714617,0.5714617
15.92,725990.2960975018,11916910.0,0.5714613,0.5714613
15.93,713761.9843106981,11904530.0,0.5714608,0.5714608
15.94,701379.3827859492,11891980.0,0.5714602,0.5714602
15.95,688845.1681975332,11879280.0,0.5714597,0.5714597
15.96,676162.0499930315,11866430.0,0.5714589,0.5714589
15.97,663332.7698076554,11853430.0,0.5714582,0.5714582
15.98,650360.1008715837,11840290.0,0.5714574,0.5714574
15.99,637246.8474105032,11827000.0,0.5714565,0.5714565
16.0,623995.8440394322,11813560.0,0.5714555,0.5714555
16.01,610609.955149975,11799990.0,0.5714545,0.5714545
16.02,597092.0742911593,11786290.0,0.5714533,0.5714533
16.03,583445.1235439196,11772450.0,0.5714522,0.5714522
16.04,569672.0528894966,11758480.0,0.5714509,0.5714509
16.05,555775.8395717039,11744390.0,0.5714496,0.5714496
16.06,541759.4874534075,11730170.0,0.5714483,0.5714483
16.07,527626.026367152,11715830.0,0.5714468,0.5714468
16.08,513378.5114602555,11701370.0,0.5714453,0.5714453
16.09,499020.02253436734,11686800.0,0.5714437,0.5714437
16.1,484553.6633797474,11672110.0,0.5714421,0.5714421
16.11,469982.56110433524,11657320.0,0.5714404,0.5714404
16.12,455309.86545775994,11642420.0,0.5714387,0.5714387
16.13,440538.7481505092,11627420.0,0.5714368,0.5714368
16.14,425672.40216828894,11612310.0,0.5714349,0.5714349
16.15,410714.0410818432,11597110.0,0.5714329,0.5714329
16.16,395666.89835226454,11581820.0,0.5714309,0.5714309
16.17,380534.2266320685,11566440.0,0.5714288,0.5714288
16.18,365319.2970620651,11550970.0,0.5714267,0.5714267
16.19,350025.39856425143,11535420.0,0.5714245,0.5714245
16.2,334655.8371308889,11519780.0,0.5714222,0.5714222
16.21,319213.9351098369,11504070.0,0.5714198,0.5714198
16.22,303703.0304864097,11488290.0,0.5714174,0.5714174
16.23,288126.4761617922,11472430.0,0.5714149,0.5714149
16.24,272487.6392283024,11456510.0,0.5714123,0.5714123
16.25,256789.90024149587,11440520.0,0.5714097,0.5714097
16.26,241036.65248946392,11424480.0,0.571407,0.571407
16.27,225231.30125929418,11408370.0,0.5714043,0.5714043
16.28,209377.26310096585,11392210.0,0.5714015,0.5714015
16.29,193477.96508884846,11376000.0,0.5713986,0.5713986
16.3,177536.84408083963,11359750.0,0.5713956,0.5713956
16.31,161557.3459754994,11343450.0,0.5713926,0.5713926
16.32,145542.92496710864,11327110.0,0.5713896,0.5713896
16.33,129497.0427990562,11310730.0,0.5713864,0.5713864
16.34,113423.1680154819,11294320.0,0.5713832,0.5713832
16.35,97324.7752115365,11277880.0,0.57138,0.57138
16.36,81205.34428229513,11261410.0,0.5713767,0.5713767
16.37,65068.35967049564,11244920.0,0.5713734,0.5713734
16.38,48917.30961338162,11228400.0,0.57137,0.57137
16.39,32755.68538861798,11211880.0,0.5713666,0.5713666
16.4,16586.98055964294,11195340.0,0.5713632,0.5713632
16.41,414.69022045175524,11178790.0,0.5713597,0.5713597
16.42,-15757.689759891862,11162230.0,0.5713562,0.5713562
16.43,-31926.663492941138,11145670.0,0.5713527,0.5713527
16.44,-48088.73582657536,11129120.0,0.5713491,0.5713491
16.45,-64240.41310049124,11112560.0,0.5713456,0.5713456
16.46,-80378.20390144012,11096020.0,0.5713421,0.5713421
16.47,-96498.61981791514,11079480.0,0.5713385,0.5713385
16.48,-112598.17619425364,11062960.0,0.571335,0.571335
16.49,-128673.39288385406,11046460.0,0.5713316,0.5713316
16.5,-144720.79500151108,11029980.0,0.5713281,0.5713281
16.51,-160736.91367450697,11013530.0,0.5713247,0.5713247
16.52,-176718.28679249028,10997100.0,0.5713214,0.5713214
16.53,-192661.45975586382,10980710.0,0.5713181,0.5713181
16.54,-208562.9862225104,10964350.0,0.5713149,0.5713149
16.55,-224419.42885282054,10948030.0,0.5713118,0.5713118
16.56,-240227.360052662,10931760.0,0.5713087,0.5713087
16.57,-255983.36271436457,10915520.0,0.5713058,0.5713058
16.58,-271684.0309553165,10899340.0,0.571303,0.571303
16.59,-287325.9708542458,10883210.0,0.5713003,0.5713003
16.6,-302905.8011848301,10867140.0,0.5712977,0.5712977
16.61,-318420.15414660005,10851120.0,0.5712953,0.5712953
16.62,-333865.6760929694,10835170.0,0.571293,0.571293
16.63,-349239.0282561203,10819280.0,0.5712909,0.5712909
16.64,-364536.8874687753,10803460.0,0.571289,0.571289
16.65,-379755.9468825088,10787720.0,0.5712873,0.5712873
16.66,-394892.9166825993,10772040.0,0.5712857,0.5712857
16.67,-409944.52479914617,10756450.0,0.5712844,0.5712844
16.68,-424907.51761437574,10740940.0,0.5712833,0.5712833
16.69,-439778.6606659871,10725520.0,0.5712824,0.5712824
16.7,-454554.7393462765,10710190.0,0.5712817,0.5712817
16.71,-469232.559597069,10694940.0,0.5712814,0.5712814
16.72,-483808.94860012113,10679800.0,0.5712812,0.5712812
16.73,-498280.7554630014,10664750.0,0.5712813,0.5712813
16.74,-512644.85190017096,10649800.0,0.5712817,0.5712817
16.75,-526898.1329092376,10634960.0,0.5712824,0.5712824
16.76,-541037.5174421138,10620220.0,0.5712833,0.5712833
16.77,-555059.9490710498,10605590.0,0.5712846,0.5712846
16.78,-568962.3966493271,10591080.0,0.5712861,0.5712861
16.79,-582741.8549664618,10576690.0,0.571288,0.571288
16.8,-596395.3453978511,10562410.0,0.5712901,0.5712901
16.81,-609919.9165486108,10548260.0,0.5712926,0.5712926
16.82,-623312.6448916058,10534230.0,0.5712954,0.5712954
16.83,-636570.6353993603,10520340.0,0.5712985,0.5712985
16.84,-649691.0221699113,10506570.0,0.5713019,0.5713019
16.85,-662670.9690462685,10492940.0,0.5713057,0.5713057
16.86,-675507.6702295096,10479440.0,0.5713098,0.5713098
16.87,-688198.3508853109,10466090.0,0.5713142,0.5713142
16.88,-700740.267743725,10452870.0,0.571319,0.571319
16.89,-713130.7096922246,10439810.0,0.5713241,0.5713241
16.9,-725366.9983617027,10426890.0,0.5713295,0.5713295
16.91,-737446.4887054792,10414120.0,0.5713353,0.5713353
16.92,-749366.5695710388,10401510.0,0.5713414,0.5713414
16.93,-761124.6642644714,10389050.0,0.5713479,0.5713479
16.94,-772718.2311074855,10376760.0,0.5713547,0.5713547
16.95,-784144.7639867878,10364620.0,0.5713618,0.5713618
16.96,-795401.7928958532,10352650.0,0.5713693,0.5713693
16.97,-806486.8844688224,10340840.0,0.5713772,0.5713772
16.98,-817397.6425065314,10329200.0,0.5713853,0.5713853
16.99,-828131.7084944627,10317740.0,0.5713938,0.5713938
17.0,-838686.762112592,10306440.0,0.5714027,0.5714027
17.01,-849060.5217369415,10295330.0,0.5714118,0.5714118
17.02,-859250.7449327885,10284390.0,0.5714213,0.5714213
17.03,-869255.2289394137,10273640.0,0.5714312,0.5714312
17.04,-879071.8111462366,10263060.0,0.5714414,0.5714414
17.05,-888698.3695603155,10252670.0,0.5714518,0.5714518
17.06,-898132.8232650268,10242470.0,0.5714626,0.5714626
17.07,-907373.1328699047,10232460.0,0.5714738,0.5714738
17.08,-916417.3009514601,10222640.0,0.5714853,0.5714853
17.09,-925263.3724849824,10213010.0,0.5714971,0.5714971
17.1,-933909.4352671141,10203580.0,0.5715092,0.5715092
17.11,-942353.6203292203,10194350.0,0.5715216,0.5715216
17.12,-950594.1023413934,10185310.0,0.5715343,0.5715343
17.13,-958629.1000070065,10176480.0,0.5715473,0.5715473
17.14,-966456.8764477922,10167850.0,0.5715607,0.5715607
17.15,-974075.7395792633,10159420.0,0.5715744,0.5715744
17.16,-981484.0424765111,10151200.0,0.5715883,0.5715883
17.17,-988680.1837301858,10143190.0,0.5716026,0.5716026
17.18,-995662.607792675,10135390.0,0.5716171,0.5716171
17.19,-1002429.8053143666,10127800.0,0.571632,0.571632
17.2,-1008980.3134698933,10120430.0,0.5716471,0.5716471
17.21,-1015312.7162743687,10113270.0,0.5716625,0.5716625
17.22,-1021425.6448894483,10106320.0,0.5716782,0.5716782
17.23,-1027317.7779192436,10099590.0,0.5716943,0.5716943
17.24,-1032987.8416959445,10093080.0,0.5717105,0.5717105
17.25,-1038434.6105551544,10086790.0,0.571727,0.571727
17.26,-1043656.9071008237,10080730.0,0.5717438,0.5717438
17.27,-1048653.6024597634,10074880.0,0.571761,0.571761
17.28,-1053423.6165256747,10069260.0,0.5717783,0.5717783
17.29,-1057965.9181926174,10063860.0,0.5717959,0.5717959
17.3,-1062279.5255779081,10058700.0,0.5718138,0.5718138
17.31,-1066363.50623436,10053750.0,0.5718319,0.5718319
17.32,-1070216.9773518522,10049040.0,0.5718503,0.5718503
17.33,-1073839.105948152,10044550.0,0.571869,0.571869
17.34,-1077229.1090489887,10040300.0,0.5718878,0.5718878
17.35,-1080386.2538572906,10036270.0,0.571907,0.571907
17.36,-1083309.857911599,10032480.0,0.5719264,0.5719264
17.37,-1085999.2892335898,10028920.0,0.571946,0.571946
17.38,-1088453.9664646818,10025590.0,0.5719658,0.5719658
17.39,-1090673.3589917093,10022500.0,0.5719859,0.5719859
17.4,-1092656.9870616174,10019640.0,0.5720062,0.5720062
17.41,-1094404.4218851728,10017010.0,0.5720267,0.5720267
17.42,-1095915.2857296476,10014620.0,0.5720475,0.5720475
17.43,-1097189.252000474,10012470.0,0.5720685,0.5720685
17.44,-1098226.0453118423,10010550.0,0.5720896,0.5720896
17.45,-1099025.4415462287,10008870.0,0.572111,0.572111
17.46,-1099587.2679028427,10007420.0,0.5721326,0.5721326
17.47,-1099911.4029349785,10006220.0,0.5721545,0.5721545
17.48,-1099997.7765762697,10005240.0,0.5721765,0.5721765
17.49,-1099846.3701558325,10004510.0,0.5721987,0.5721987
17.5,-1099457.2164023048,10004020.0,0.5722211,0.5722211
17.51,-1098830.3994367681,10003760.0,0.5722438,0.5722438
17.52,-1097966.054754567,10003730.0,0.5722665,0.5722665
17.53,-1096864.3691960163,10003950.0,0.5722896,0.5722896
17.54,-1095525.5809060165,10004400.0,0.5723128,0.5723128
17.55,-1093949.9792825722,10005090.0,0.5723362,0.5723362
17.56,-1092137.9049142369,10006020.0,0.5723598,0.5723598
17.57,-1090089.7495064884,10007180.0,0.5723836,0.5723836
17.58,-1087805.9557970583,10008580.0,0.5724075,0.5724075
17.59,-1085287.017460224,10010220.0,0.5724317,0.5724317
17.6,-1082533.4790000992,10012090.0,0.5724561,0.5724561
17.61,-1079545.9356329287,10014190.0,0.5724806,0.5724806
17.62,-1076325.0331584217,10016530.0,0.5725052,0.5725052
17.63,-1072871.4678201594,10019110.0,0.5725301,0.5725301
17.64,-1069185.986155084,10021910.0,0.5725551,0.5725551
17.65,-1065269.3848321347,10024950.0,0.5725803,0.5725803
17.66,-1061122.5104800228,10028220.0,0.5726057,0.5726057
17.67,-1056746.2595042347,10031720.0,0.5726312,0.5726312
17.68,-1052141.5778932532,10035460.0,0.5726568,0.5726568
17.69,-1047309.4610140672,10039420.0,0.5726826,0.5726826
17.7,-1042250.9533970194,10043610.0,0.5727085,0.5727085
17.71,-1036967.1485100001,10048020.0,0.5727346,0.5727346
17.72,-1031459.1885220975,10052670.0,0.5727608,0.5727608
17.73,-1025728.2640566821,10057530.0,0.5727872,0.5727872
17.74,-1019775.6139340565,10062630.0,0.5728136,0.5728136
17.75,-1013602.5249036484,10067940.0,0.5728402,0.5728402
17.76,-1007210.3313658747,10073480.0,0.5728669,0.5728669
17.77,-1000600.4150836904,10079230.0,0.5728937,0.5728937
17.78,-993774.2048838878,10085210.0,0.5729206,0.5729206
17.79,-986733.1763482576,10091400.0,0.5729476,0.5729476
17.8,-979478.8514945989,10097810.0,0.5729747,0.5729747
17.81,-972012.7984477321,10104440.0,0.573002,0.573002
17.82,-964336.6311005104,10111280.0,0.5730293,0.5730293
17.83,-956452.0087649693,10118330.0,0.5730567,0.5730567
17.84,-948360.6358136279,10125590.0,0.5730842,0.5730842
17.85,-940064.2613110769,10133060.0,0.5731118,0.5731118
17.86,-931564.678635892,10140730.0,0.5731394,0.5731394
17.87,-922863.7250929573,10148610.0,0.5731671,0.5731671
17.88,-913963.2815163248,10156700.0,0.5731949,0.5731949
17.89,-904865.2718626274,10164980.0,0.5732228,0.5732228
17.9,-895571.6627952054,10173470.0,0.5732507,0.5732507
17.91,-886084.4632589666,10182150.0,0.5732787,0.5732787
17.92,-876405.7240461436,10191030.0,0.5733067,0.5733067
17.93,-866537.5373529734,10200100.0,0.5733348,0.5733348
17.94,-856482.0363274368,10209360.0,0.5733629,0.5733629
17.95,-846241.3946081634,10218820.0,0.5733911,0.5733911
17.96,-835817.8258545492,10228460.0,0.5734193,0.5734193
17.97,-825213.5832682677,10238290.0,0.5734475,0.5734475
17.98,-814430.9591061753,10248300.0,0.5734758,0.5734758
17.99,-803472.2841848476,10258490.0,0.5735041,0.5735041
18.0,-792339.9273766978,10268860.0,0.5735325,0.5735325
18.01,-781036.2950979485,10279400.0,0.5735608,0.5735608
18.02,-769563.8307884363,10290120.0,0.5735892,0.5735892
18.03,-757925.0143834098,10301020.0,0.5736176,0.5736176
18.04,-746122.3617774957,10312080.0,0.5736459,0.5736459
18.05,-734158.4242808081,10323300.0,0.5736743,0.5736743
18.06,-722035.78806749,10334700.0,0.5737027,0.5737027
18.07,-709757.0736166376,10346250.0,0.5737311,0.5737311
18.08,-697324.9351458765,10357960.0,0.5737595,0.5737595
18.09,-684742.0600375896,10369830.0,0.5737879,0.5737879
18.1,-672011.168258022,10381850.0,0.5738162,0.5738162
18.11,-659135.0117693178,10394030.0,0.5738446,0.5738446
18.12,-646116.3739346269,10406350.0,0.5738729,0.5738729
18.13,-632958.0689164692,10418820.0,0.5739012,0.5739012
18.14,-619662.9410683871,10431430.0,0.5739294,0.5739294
18.15,-606233.8643201238,10444180.0,0.5739576,0.5739576
18.16,-592673.7415563553,10457070.0,0.5739859,0.5739859
18.17,-578985.5039892198,10470090.0,0.574014,0.574014
18.18,-565172.1105246762,10483250.0,0.5740421,0.5740421
18.19,-551236.54712289,10496530.0,0.5740702,0.5740702
18.2,-537181.8261527987,10509940.0,0.5740982,0.5740982
18.21,-523010.9857409182,10523470.0,0.5741262,0.5741262
18.22,-508727.08911463583,10537120.0,0.5741541,0.5741541
18.23,-494333.22394002194,10550890.0,0.574182,0.574182
18.24,-479832.50165442296,10564770.0,0.5742098,0.5742098
18.25,-465228.05679383356,10578770.0,0.5742375,0.5742375
18.26,-450523.04631537135,10592870.0,0.5742652,0.5742652
18.27,-435720.6489148262,10607070.0,0.5742928,0.5742928
18.28,-420824.0643395366,10621380.0,0.5743203,0.5743203
18.29,-405836.5126967508,10635780.0,0.5743477,0.5743477
18.3,-390761.23375750746,10650280.0,0.574375,0.574375
18.31,-375601.48625636846,10664870.0,0.5744023,0.5744023
18.32,-360360.54718694,10679550.0,0.5744295,0.5744295
18.33,-345041.71109356027,10694310.0,0.5744565,0.5744565
18.34,-329648.28935908765,10709160.0,0.5744835,0.5744835
18.35,-314183.6094891319,10724080.0,0.5745104,0.5745104
18.36,-298651.01439276314,10739080.0,0.5745372,0.5745372
18.37,-283053.8616598629,10754160.0,0.5745639,0.5745639
18.38,-267395.5228353861,10769300.0,0.5745904,0.5745904
18.39,-251679.38269050332,10784500.0,0.5746169,0.5746169
18.4,-235908.83849097427,10799770.0,0.5746433,0.5746433
18.41,-220087.2992627486,10815100.0,0.5746695,0.5746695
18.42,-204218.18505508138,10830480.0,0.5746956,0.5746956
18.43,-188304.92620123754,10845910.0,0.5747216,0.5747216
18.44,-172350.9625769537,10861390.0,0.5747474,0.5747474
18.45,-156359.74285689509,10876920.0,0.5747732,0.5747732
18.46,-140334.72376914296,10892490.0,0.5747988,0.5747988
18.47,-124279.36934800498,10908100.0,0.5748243,0.5748243
18.48,-108197.15018518231,10923740.0,0.5748496,0.5748496
18.49,-92091.54267959284,10939410.0,0.5748748,0.5748748
18.5,-75966.0282858461,10955110.0,0.5748999,0.5748999
18.51,-59824.092761732056,10970840.0,0.5749248,0.5749248
18.52,-43669.22541469227,10986580.0,0.5749496,0.5749496
18.53,-27504.91834755279,11002340.0,0.5749742,0.5749742
18.54,-11334.665703691997,11018120.0,0.5749987,0.5749987
18.55,4838.037088320618,11033910.0,0.5750231,0.5750231
18.56,21009.694070250163,11049700.0,0.5750473,0.5750473
18.57,37176.809509959625,11065500.0,0.5750713,0.5750713
18.58,53335.888657001226,11081300.0,0.5750951,0.5750951
18.59,69483.43849810881,11097090.0,0.5751188,0.5751188
18.6,85615.96851222689,11112880.0,0.5751424,0.5751424
18.61,101729.99142504003,11128650.0,0.5751657,0.5751657
18.62,117822.02396282955,11144410.0,0.5751889,0.5751889
18.63,133888.58760537783,11160160.0,0.575212,0.575212
18.64,149926.20933795217,11175880.0,0.5752349,0.5752349
18.65,165931.42240200518,11191580.0,0.5752576,0.5752576
18.66,181900.76704459655,11207250.0,0.5752801,0.5752801
18.67,197830.79126624236,11222890.0,0.5753024,0.5753024
18.68,213718.05156711573,11238500.0,0.5753246,0.5753246
18.69,229559.11369144026,11254060.0,0.5753466,0.5753466
18.7,245350.5533697995,11269590.0,0.5753684,0.5753684
18.71,261088.9570593928,11285070.0,0.57539,0.57539
18.72,276770.9226818807,11300500.0,0.5754115,0.5754115
18.73,292393.0603588245,11315880.0,0.5754327,0.5754327
18.74,307951.99314442615,11331200.0,0.5754538,0.5754538
18.75,323444.3577555348,11346470.0,0.5754747,0.5754747
18.76,338866.8052986345,11361670.0,0.5754954,0.5754954
18.77,354216.00199377665,11376810.0,0.5755159,0.5755159
18.78,369488.62989522796,11391880.0,0.5755362,0.5755362
18.79,384681.38760866696,11406870.0,0.5755563,0.5755563
18.8,399790.9910048583,11421790.0,0.5755762,0.5755762
18.81,414814.1739295253,11436640.0,0.5755959,0.5755959
18.82,429747.68890942464,11451400.0,0.5756155,0.5756155
18.83,444588.3078542771,11466070.0,0.5756348,0.5756348
18.84,459332.8227546231,11480660.0,0.5756539,0.5756539
18.85,473978.04637522815,11495150.0,0.5756728,0.5756728
18.86,488520.8129440714,11509550.0,0.5756915,0.5756915
18.87,502957.97883669235,11523850.0,0.57571,0.57571
18.88,517286.42325568065,11538050.0,0.5757284,0.5757284
18.89,531503.0489053365,11552150.0,0.5757464,0.5757464
18.9,545604.7826611412,11566140.0,0.5757644,0.5757644
18.91,559588.5762341027,11580010.0,0.5757821,0.5757821
18.92,573451.4068296558,11593780.0,0.5757995,0.5757995
18.93,587190.277801085,11607420.0,0.5758168,0.5758168
18.94,600802.2192973214,11620950.0,0.5758339,0.5758339
18.95,614284.28890487,11634360.0,0.5758507,0.5758507
18.96,627633.5722838996,11647630.0,0.5758674,0.5758674
18.97,640847.1837981842,11660780.0,0.5758839,0.5758839
18.98,653922.2671389005,11673800.0,0.5759001,0.5759001
18.99,666855.9959420348,11686680.0,0.5759161,0.5759161
19.0,679645.5743993684,11699430.0,0.5759319,0.5759319
19.01,692288.2378628021,11712040.0,0.5759475,0.5759475
19.02,704781.2534419934,11724500.0,0.5759629,0.5759629
19.03,717121.9205951121,11736820.0,0.5759781,0.5759781
19.04,729307.5717125807,11748980.0,0.5759931,0.5759931
19.05,741335.5726937399,11761000.0,0.5760078,0.5760078
19.06,753203.3235162233,11772870.0,0.5760224,0.5760224
19.07,764908.2587980133,11784570.0,0.5760368,0.5760368
19.08,776447.8483519553,11796120.0,0.5760509,0.5760509
19.09,787819.5977327304,11807510.0,0.5760648,0.5760648
19.1,799021.0487760272,11818730.0,0.5760785,0.5760785
19.11,810049.7801299312,11829790.0,0.576092,0.576092
19.12,820903.4077783376,11840670.0,0.5761053,0.5761053
19.13,831579.5855562658,11851390.0,0.5761184,0.5761184
19.14,842076.005657051,11861930.0,0.5761312,0.5761312
19.15,852390.3991311702,11872290.0,0.5761438,0.5761438
19.16,862520.5363767478,11882480.0,0.5761562,0.5761562
19.17,872464.2276214799,11892490.0,0.5761684,0.5761684
19.18,882219.323396001,11902310.0,0.5761803,0.5761803
19.19,891783.7149985351,11911950.0,0.5761921,0.5761921
19.2,901155.334950689,11921400.0,0.5762036,0.5762036
19.21,910332.1574444032,11930660.0,0.5762148,0.5762148
19.22,919312.1987798251,11939720.0,0.5762259,0.5762259
19.23,928093.5177941428,11948600.0,0.5762367,0.5762367
19.24,936674.2162811721,11957280.0,0.5762473,0.5762473
19.25,945052.4394016991,11965760.0,0.5762578,0.5762578
19.26,953226.3760844157,11974040.0,0.5762679,0.5762679
19.27,961194.2594174114,11982130.0,0.5762779,0.5762779
19.28,968954.3670301267,11990000.0,0.5762876,0.5762876
19.29,976505.0214656519,11997680.0,0.5762972,0.5762972
19.3,983844.5905433482,12005140.0,0.5763065,0.5763065
19.31,990971.4877116518,12012400.0,0.5763156,0.5763156
19.32,997884.1723910455,12019450.0,0.5763245,0.5763245
19.33,1004581.1503070574,12026290.0,0.5763332,0.5763332
19.34,1011060.9738132937,12032910.0,0.5763417,0.5763417
19.35,1017322.242204343,12039320.0,0.57635,0.57635
19.36,1023363.602018574,12045520.0,0.5763581,0.5763581
19.37,1029183.7473307049,12051490.0,0.5763661,0.5763661
19.38,1034781.4200340884,12057250.0,0.5763738,0.5763738
19.39,1040155.4101126812,12062790.0,0.5763813,0.5763813
19.4,1045304.5559025921,12068100.0,0.5763886,0.5763886
19.41,1050227.7443432093,12073200.0,0.5763957,0.5763957
19.42,1054923.9112177861,12078070.0,0.5764027,0.5764027
19.43,1059392.041383498,12082710.0,0.5764094,0.5764094
19.44,1063631.1689908812,12087130.0,0.576416,0.576416
19.45,1067640.3776926023,12091320.0,0.5764223,0.5764223
19.46,1071418.8008415573,12095290.0,0.5764285,0.5764285
19.47,1074965.6216781917,12099020.0,0.5764346,0.5764346
19.48,1078280.0735070705,12102530.0,0.5764404,0.5764404
19.49,1081361.4398625973,12105810.0,0.576446,0.576446
19.5,1084209.0546638977,12108850.0,0.5764515,0.5764515
19.51,1086822.3023587973,12111660.0,0.5764568,0.5764568
19.52,1089200.6180568815,12114240.0,0.5764619,0.5764619
19.53,1091343.48765161,12116590.0,0.5764668,0.5764668
19.54,1093250.4479314412,12118700.0,0.5764716,0.5764716
19.55,1094921.0866799671,12120580.0,0.5764761,0.5764761
19.56,1096355.0427650164,12122230.0,0.5764805,0.5764805
19.57,1097552.0062167214,12123640.0,0.5764847,0.5764847
19.58,1098511.7182945183,12124810.0,0.5764888,0.5764888
19.59,1099233.9715430825,12125750.0,0.5764927,0.5764927
19.6,1099718.6098371686,12126450.0,0.5764964,0.5764964
19.61,1099965.5284153617,12126920.0,0.5764999,0.5764999
19.62,1099974.6739027225,12127140.0,0.5765033,0.5765033
19.63,1099746.044322325,12127140.0,0.5765066,0.5765066
19.64,1099279.6890956825,12126890.0,0.5765096,0.5765096
19.65,1098575.7090320676,12126410.0,0.5765125,0.5765125
19.66,1097634.256306717,12125690.0,0.5765151,0.5765151
19.67,1096455.5344279401,12124740.0,0.5765176,0.5765176
19.68,1095039.7981931255,12123550.0,0.57652,0.57652
19.69,1093387.3536336634,12122120.0,0.5765222,0.5765222
19.7,1091498.5579487944,12120460.0,0.5765243,0.5765243
19.71,1089373.819428392,12118560.0,0.5765261,0.5765261
19.72,1087013.5973647104,12116420.0,0.5765278,0.5765278
19.73,1084418.401953095,12114060.0,0.5765293,0.5765293
19.74,1081588.794181705,12111450.0,0.5765307,0.5765307
19.75,1078525.385710239,12108620.0,0.5765319,0.5765319
19.76,1075228.8387377225,12105540.0,0.5765329,0.5765329
19.77,1071699.8658593637,12102240.0,0.5765338,0.5765338
19.78,1067939.22991251,12098710.0,0.5765345,0.5765345
19.79,1063947.7438117592,12094940.0,0.576535,0.576535
19.8,1059726.270373227,12090940.0,0.5765353,0.5765353
19.81,1055275.7221280467,12086720.0,0.5765355,0.5765355
19.82,1050597.0611251027,12082260.0,0.5765356,0.5765356
19.83,1045691.2987230796,12077580.0,0.5765354,0.5765354
19.84,1040559.4953718339,12072660.0,0.5765351,0.5765351
19.85,1035202.7603831699,12067530.0,0.5765346,0.5765346
19.86,1029622.2516910454,12062170.0,0.576534,0.576534
19.87,1023819.1756012602,12056580.0,0.5765331,0.5765331
19.88,1017794.7865307081,12050770.0,0.5765321,0.5765321
19.89,1011550.3867362047,12044740.0,0.576531,0.576531
19.9,1005087.3260329984,12038490.0,0.5765296,0.5765296
19.91,998407.0015029755,12032020.0,0.5765281,0.5765281
19.92,991510.8571926752,12025330.0,0.5765265,0.5765265
19.93,984400.3838011299,12018430.0,0.5765247,0.5765247
19.94,977077.1183576263,12011310.0,0.5765226,0.5765226
19.95,969542.6438894671,12003980.0,0.5765205,0.5765205
19.96,961798.5890797615,11996440.0,0.5765182,0.5765182
19.97,953846.6279153824,11988680.0,0.5765157,0.5765157
19.98,945688.4793250842,11980720.0,0.5765131,0.5765131
19.99,937325.9068079623,11972550.0,0.5765103,0.5765103
20.0,928760.7180522167,11964170.0,0.5765074,0.5765074
20.01,919994.7645444218,11955590.0,0.5765043,0.5765043
20.02,911029.9411692906,11946810.0,0.5765011,0.5765011
20.03,901868.1858000545,11937830.0,0.5764977,0.5764977
20.04,892511.4788795955,11928650.0,0.5764942,0.5764942
20.05,882961.8429923105,11919280.0,0.5764906,0.5764906
20.06,873221.3424269352,11909710.0,0.5764869,0.5764869
20.07,863292.0827302885,11899950.0,0.5764831,0.5764831
20.08,853176.2102521531,11890000.0,0.5764791,0.5764791
20.09,842875.9116812918,11879860.0,0.576475,0.576475
20.1,832393.4135727788,11869530.0,0.5764709,0.5764709
20.11,821730.981866697,11859020.0,0.5764666,0.5764666
20.12,810890.921398307,11848340.0,0.5764623,0.5764623
20.13,799875.5753998482,11837460.0,0.5764579,0.5764579
20.14,788687.3249939929,11826420.0,0.5764534,0.5764534
20.15,777328.5886791556,11815200.0,0.576449,0.576449
20.16,765801.8218066755,11803800.0,0.5764444,0.5764444
20.17,754109.5160500846,11792240.0,0.5764399,0.5764399
20.18,742254.1988664786,11780510.0,0.5764353,0.5764353
20.19,730238.4329501701,11768620.0,0.5764307,0.5764307
20.2,718064.8156787431,11756560.0,0.5764261,0.5764261
20.21,705735.978551571,11744340.0,0.5764215,0.5764215
20.22,693254.5866210042,11731970.0,0.5764169,0.5764169
20.23,680623.3379162556,11719440.0,0.5764124,0.5764124
20.24,667844.9628602152,11706760.0,0.5764079,0.5764079
20.25,654922.2236791905,11693920.0,0.5764036,0.5764036
20.26,641857.9138058535,11680950.0,0.5763992,0.5763992
20.27,628654.857275376,11667830.0,0.576395,0.576395
20.28,615315.9081149707,11654560.0,0.5763908,0.5763908
