t,torque_offset_nm,gen_tq_meas_nm,gen_speed_rpm,rot_speed_rpm
30.87,-734775.8422474454,10278440.0,0.5895683,0.5895683
30.88,-722661.280973906,10290820.0,0.5895641,0.5895641
30.89,-710390.5062537029,10303360.0,0.5895596,0.5895596
30.9,-697966.1705881762,10316060.0,0.5895545,0.5895545
30.91,-685390.959673023,10328910.0,0.589549,0.589549
30.92,-672667.5918177657,10341910.0,0.589543,0.589543
30.93,-659798.8173581428,10355060.0,0.5895367,0.5895367
30.94,-646787.4180615762,10368360.0,0.5895299,0.5895299
30.95,-633636.2065258732,10381790.0,0.5895226,0.5895226
30.96,-620348.0255712166,10395370.0,0.589515,0.589515
30.97,-606925.7476256901,10409080.0,0.5895069,0.5895069
30.98,-593372.2741043011,10422930.0,0.5894985,0.5894985
30.99,-579690.5347818735,10436910.0,0.5894897,0.5894897
31.0,-565883.4871596567,10451020.0,0.5894805,0.5894805
31.01,-551954.1158260931,10465250.0,0.589471,0.589471
31.02,-537905.4318116105,10479610.0,0.5894611,0.5894611
31.03,-523740.4719377513,10494080.0,0.5894508,0.5894508
31.04,-509462.29816074163,10508670.0,0.5894403,0.5894403
31.05,-495073.9969095788,10523370.0,0.5894294,0.5894294
31.06,-480578.6784188833,10538180.0,0.5894183,0.5894183
31.07,-465979.4760565502,10553090.0,0.5894068,0.5894068
31.08,-451279.54564645543,10568110.0,0.5893951,0.5893951
31.09,-436482.0647862512,10583230.0,0.5893831,0.5893831
31.1,-421590.23216050526,10598450.0,0.5893708,0.5893708
31.11,-406607.2668492633,10613750.0,0.5893583,0.5893583
31.12,-391536.40763216687,10629150.0,0.5893456,0.5893456
31.13,-376380.9122883855,10644640.0,0.5893326,0.5893326
31.14,-361144.0568923686,10660200.0,0.5893195,0.5893195
31.15,-345829.1351057052,10675850.0,0.5893061,0.5893061
31.16,-330439.457465123,10691570.0,0.5892925,0.5892925
31.17,-314978.3506668946,10707370.0,0.5892788,0.5892788
31.18,-299449.1568477146,10723230.0,0.5892648,0.5892648
31.19,-283855.232862238,10739170.0,0.5892507,0.5892507
31.2,-268199.9495574747,10755160.0,0.5892364,0.5892364
31.21,-252486.69104410333,10771220.0,0.5892221,0.5892221
31.22,-236718.85396497828,10787320.0,0.5892075,0.5892075
31.23,-220899.84676086303,10803490.0,0.5891928,0.5891928
31.24,-205033.0889336971,10819700.0,0.589178,0.589178
31.25,-189122.01030734982,10835950.0,0.5891631,0.5891631
31.26,-173170.05028629574,10852250.0,0.589148,0.589148
31.27,-157180.6571120853,10868590.0,0.5891328,0.5891328
31.28,-141157.28711796607,10884960.0,0.5891176,0.5891176
31.29,-125103.40398177077,10901360.0,0.5891022,0.5891022
31.3,-109022.47797716352,10917790.0,0.5890868,0.5890868
31.31,-92917.98522352194,10934240.0,0.5890713,0.5890713
31.32,-76793.40693449399,10950720.0,0.5890557,0.5890557
31.33,-60652.22866551542,10967210.0,0.58904,0.58904
31.34,-44497.9395603266,10983720.0,0.5890242,0.5890242
31.35,-28334.031596768236,11000230.0,0.5890083,0.5890083
31.36,-12163.998831948755,11016760.0,0.5889925,0.5889925
31.37,4008.6633531001166,11033280.0,0.5889765,0.5889765
31.38,20180.459008917343,11049800.0,0.5889605,0.5889605
31.39,36347.8923733857,11066320.0,0.5889444,0.5889444
31.4,52507.468627339316,11082840.0,0.5889283,0.5889283
31.41,68655.69465005342,11099340.0,0.5889121,0.5889121
31.42,84789.07977430437,11115820.0,0.5888959,0.5888959
31.43,100904.13654093843,11132290.0,0.5888796,0.5888796
31.44,116997.38145274702,11148740.0,0.5888634,0.5888634
31.45,133065.33572744657,11165160.0,0.588847,0.588847
31.46,149104.52604969766,11181550.0,0.5888306,0.5888306
31.47,165111.48532188009,11197910.0,0.5888143,0.5888143
31.48,181082.75341358982,11214230.0,0.5887979,0.5887979
31.49,197014.87790954497,11230520.0,0.5887814,0.5887814
31.5,212904.4148559472,11246760.0,0.588765,0.588765
31.51,228747.92950486048,11262950.0,0.5887485,0.5887485
31.52,244541.99705673388,11279090.0,0.588732,0.588732
31.53,260283.2034007128,11295180.0,0.5887155,0.5887155
31.54,275968.1458526245,11311220.0,0.588699,0.588699
31.55,291593.43389054644,11327190.0,0.5886825,0.5886825
31.56,307155.68988768564,11343100.0,0.588666,0.588666
31.57,322651.54984253034,11358940.0,0.5886494,0.5886494
31.58,338077.6641059963,11374710.0,0.5886329,0.5886329
31.59,353430.6981055312,11390410.0,0.5886164,0.5886164
31.6,368707.33306590654,11406030.0,0.5885999,0.5885999
31.61,383904.26672661107,11421570.0,0.5885834,0.5885834
31.62,399018.2140557324,11437020.0,0.5885668,0.5885668
31.63,414045.9079599858,11452390.0,0.5885504,0.5885504
31.64,428984.09999101236,11467670.0,0.5885339,0.5885339
31.65,443829.5610475295,11482850.0,0.5885175,0.5885175
31.66,458579.0820733794,11497940.0,0.5885011,0.5885011
31.67,473229.4747511867,11512920.0,0.5884847,0.5884847
31.68,487777.572191569,11527800.0,0.5884684,0.5884684
31.69,502220.22961771576,11542580.0,0.588452,0.588452
31.7,516554.325045151,11557240.0,0.5884358,0.5884358
31.71,530776.7599566226,11571800.0,0.5884196,0.5884196
31.72,544884.4599718632,11586230.0,0.5884034,0.5884034
31.73,558874.3755121875,11600550.0,0.5883873,0.5883873
31.74,572743.4824596755,11614740.0,0.5883712,0.5883712
31.75,586488.7828109084,11628810.0,0.5883551,0.5883551
31.76,600107.3053249923,11642750.0,0.5883392,0.5883392
31.77,613596.1061658637,11656550.0,0.5883233,0.5883233
31.78,626952.2695386359,11670230.0,0.5883074,0.5883074
31.79,640172.9083198807,11683760.0,0.5882917,0.5882917
31.8,653255.1646817322,11697160.0,0.588276,0.588276
31.81,666196.2107096206,11710410.0,0.5882604,0.5882604
31.82,678993.2490136101,11723520.0,0.5882449,0.5882449
31.83,691643.5133330381,11736480.0,0.5882294,0.5882294
31.84,704144.2691345557,11749280.0,0.5882141,0.5882141
31.85,716492.8142031558,11761930.0,0.5881988,0.5881988
31.86,728686.4792263383,11774430.0,0.5881837,0.5881837
31.87,740722.6283711251,11786760.0,0.5881686,0.5881686
31.88,752598.6598538149,11798940.0,0.5881537,0.5881537
31.89,764312.0065024069,11810940.0,0.5881389,0.5881389
31.9,775860.1363115091,11822780.0,0.5881242,0.5881242
31.91,787240.5529897007,11834450.0,0.5881096,0.5881096
31.92,798450.7964991233,11845950.0,0.5880951,0.5880951
31.93,809488.4435872377,11857270.0,0.5880808,0.5880808
31.94,820351.1083106807,11868420.0,0.5880666,0.5880666
31.95,831036.4425509791,11879380.0,0.5880526,0.5880526
31.96,841542.1365221643,11890160.0,0.5880387,0.5880387
31.97,851865.9192700454,11900760.0,0.588025,0.588025
31.98,862005.5591631172,11911170.0,0.5880115,0.5880115
31.99,871958.8643749399,11921400.0,0.5879981,0.5879981
32.0,881723.6833579628,11931430.0,0.5879849,0.5879849
32.01,891297.9053085912,11941270.0,0.5879719,0.5879719
32.02,900679.4606234815,11950910.0,0.5879591,0.5879591
32.03,909866.3213468741,11960350.0,0.5879464,0.5879464
32.04,918856.5016090366,11969600.0,0.5879339,0.5879339
32.05,927648.058055475,11978640.0,0.5879216,0.5879216
32.06,936239.090267052,11987490.0,0.5879095,0.5879095
32.07,944627.7411707522,11996120.0,0.5878976,0.5878976
32.08,952812.1974411607,12004550.0,0.5878859,0.5878859
32.09,960790.6898924286,12012770.0,0.5878744,0.5878744
32.1,968561.4938606616,12020780.0,0.5878631,0.5878631
32.11,976122.9295767931,12028580.0,0.587852,0.587852
32.12,983473.3625296543,12036160.0,0.5878411,0.5878411
32.13,990611.2038193084,12043520.0,0.5878304,0.5878304
32.14,997534.9105005005,12050680.0,0.58782,0.58782
32.15,1004242.985916207,12057610.0,0.5878098,0.5878098
32.16,1010733.9800211455,12064320.0,0.5877998,0.5877998
32.17,1017006.4896952296,12070810.0,0.5877901,0.5877901
32.18,1023059.1590468598,12077070.0,0.5877805,0.5877805
32.19,1028890.6797060387,12083120.0,0.5877712,0.5877712
32.2,1034499.7911071822,12088930.0,0.5877622,0.5877622
32.21,1039885.2807616021,12094520.0,0.5877534,0.5877534
32.22,1045045.9845196187,12099880.0,0.5877448,0.5877448
32.23,1049980.786822197,12105020.0,0.5877365,0.5877365
32.24,1054688.6209420955,12109920.0,0.5877284,0.5877284
32.25,1059168.4692144457,12114590.0,0.5877207,0.5877207
32.26,1063419.3632567485,12119030.0,0.5877131,0.5877131
32.27,1067440.3841781977,12123230.0,0.5877059,0.5877059
32.28,1071230.6627782967,12127200.0,0.5876989,0.5876989
32.29,1074789.3797347797,12130940.0,0.5876921,0.5876921
32.3,1078115.7657806918,12134440.0,0.5876856,0.5876856
32.31,1081209.101870692,12137710.0,0.5876794,0.5876794
32.32,1084068.7193364722,12140740.0,0.5876735,0.5876735
32.33,1086694.0000313139,12143520.0,0.5876679,0.5876679
32.34,1089084.3764637057,12146080.0,0.5876625,0.5876625
32.35,1091239.3319200017,12148390.0,0.5876575,0.5876575
32.36,1093158.4005761337,12150460.0,0.5876527,0.5876527
32.37,1094841.1675982967,12152300.0,0.5876482,0.5876482
32.38,1096287.2692326228,12153890.0,0.587644,0.587644
32.39,1097496.39288381,12155240.0,0.58764,0.58764
32.4,1098468.2771826976,12156360.0,0.5876365,0.5876365
32.41,1099202.712042762,12157230.0,0.5876332,0.5876332
32.42,1099699.5387055313,12157860.0,0.5876302,0.5876302
32.43,1099958.6497749023,12158250.0,0.5876275,0.5876275
32.44,1099979.9892403563,12158400.0,0.5876251,0.5876251
32.45,1099763.5524890663,12158310.0,0.587623,0.587623
32.46,1099309.3863068942,12157970.0,0.5876213,0.5876213
32.47,1098617.5888682778,12157400.0,0.5876198,0.5876198
32.48,1097688.3097150077,12156580.0,0.5876186,0.5876186
32.49,1096521.7497239024,12155530.0,0.5876178,0.5876178
32.5,1095118.1610633882,12154230.0,0.5876173,0.5876173
32.51,1093477.8471389853,12152690.0,0.5876172,0.5876172
32.52,1091601.1625277242,12150920.0,0.5876173,0.5876173
32.53,1089488.512901502,12148900.0,0.5876178,0.5876178
32.54,1087140.3549393849,12146650.0,0.5876185,0.5876185
32.55,1084557.1962288944,12144150.0,0.5876197,0.5876197
32.56,1081739.5951562815,12141420.0,0.5876211,0.5876211
32.57,1078688.1607858364,12138450.0,0.5876228,0.5876228
32.58,1075403.552728207,12135250.0,0.587625,0.587625
32.59,1071886.4809978332,12131810.0,0.5876274,0.5876274
32.6,1068137.7058594702,12128130.0,0.5876302,0.5876302
32.61,1064158.0376638286,12124220.0,0.5876333,0.5876333
32.62,1059948.3366724218,12120080.0,0.5876366,0.5876366
32.63,1055509.5128715907,12115700.0,0.5876404,0.5876404
32.64,1050842.5257758286,12111100.0,0.5876445,0.5876445
32.65,1045948.3842203341,12106260.0,0.5876489,0.5876489
32.66,1040828.1461429555,12101190.0,0.5876537,0.5876537
32.67,1035482.9183554965,12095900.0,0.5876588,0.5876588
32.68,1029913.8563044736,12090380.0,0.5876642,0.5876642
32.69,1024122.163821334,12084630.0,0.5876701,0.5876701
32.7,1018109.0928622383,12078660.0,0.5876762,0.5876762
32.71,1011875.9432374412,12072460.0,0.5876827,0.5876827
32.72,1005424.0623303022,12066040.0,0.5876895,0.5876895
32.73,998754.8448060404,12059410.0,0.5876966,0.5876966
32.74,991869.7323102524,12052550.0,0.5877041,0.5877041
32.75,984770.2131572936,12045480.0,0.5877119,0.5877119
32.76,977457.8220085375,12038180.0,0.5877201,0.5877201
32.77,969934.139540647,12030680.0,0.5877286,0.5877286
32.78,962200.7921039002,12022960.0,0.5877374,0.5877374
32.79,954259.4513706095,12015040.0,0.5877467,0.5877467
32.8,946111.8339737807,12006900.0,0.5877562,0.5877562
32.81,937759.7011360272,11998550.0,0.5877661,0.5877661
32.82,929204.8582888929,11990000.0,0.5877763,0.5877763
32.83,920449.1546825179,11981250.0,0.5877869,0.5877869
32.84,911494.4829859448,11972290.0,0.5877977,0.5877977
32.85,902342.7788780023,11963140.0,0.587809,0.587809
32.86,892996.0206288334,11953780.0,0.5878205,0.5878205
32.87,883456.2286723022,11944230.0,0.5878325,0.5878325
32.88,873725.465169213,11934490.0,0.5878447,0.5878447
32.89,863805.8335616105,11924560.0,0.5878572,0.5878572
32.9,853699.4781180158,11914430.0,0.5878701,0.5878701
32.91,843408.5834699549,11904120.0,0.5878834,0.5878834
32.92,832935.374139705,11893620.0,0.5878969,0.5878969
32.93,822282.1140594536,11882950.0,0.5879108,0.5879108
32.94,811451.1060818862,11872090.0,0.5879251,0.5879251
32.95,800444.6914824073,11861050.0,0.5879396,0.5879396
32.96,789265.2494530575,11849840.0,0.5879545,0.5879545
32.97,777915.1965881853,11838450.0,0.5879697,0.5879697
32.98,766396.9863620868,11826900.0,0.5879852,0.5879852
32.99,754713.1085986424,11815170.0,0.5880011,0.5880011
33.0,742866.088933128,11803280.0,0.5880172,0.5880172
33.01,730858.4882662303,11791230.0,0.5880337,0.5880337
33.02,718692.9022104879,11779020.0,0.5880505,0.5880505
33.03,706371.9605292309,11766650.0,0.5880677,0.5880677
33.04,693898.3265680855,11754120.0,0.5880851,0.5880851
33.05,681274.6966792777,11741450.0,0.5881028,0.5881028
33.06,668503.79963876,11728620.0,0.5881208,0.5881208
33.07,655588.3960564039,11715650.0,0.5881392,0.5881392
33.08,642531.2777791558,11702530.0,0.5881578,0.5881578
33.09,629335.2672876143,11689280.0,0.5881768,0.5881768
33.1,616003.2170859245,11675880.0,0.588196,0.588196
33.11,602538.0090850987,11662350.0,0.5882155,0.5882155
33.12,588942.5539801087,11648690.0,0.5882354,0.5882354
33.13,575219.7906206445,11634900.0,0.5882555,0.5882555
33.14,561372.6853759337,11620980.0,0.5882759,0.5882759
33.15,547404.2314934134,11606940.0,0.5882966,0.5882966
33.16,533317.4484517564,11592780.0,0.5883176,0.5883176
33.17,519115.38130814815,11578500.0,0.5883389,0.5883389
33.18,504801.1000400822,11564110.0,0.5883604,0.5883604
33.19,490377.6988817003,11549610.0,0.5883822,0.5883822
33.2,475848.29565494985,11535000.0,0.5884042,0.5884042
33.21,461216.0310956444,11520290.0,0.5884266,0.5884266
33.22,446484.06817450665,11505470.0,0.5884492,0.5884492
33.23,431655.59141347604,11490560.0,0.588472,0.588472
33.24,416733.8061973147,11475560.0,0.5884951,0.5884951
33.25,401721.9380807478,11460460.0,0.5885185,0.5885185
33.26,386623.2320911702,11445270.0,0.5885421,0.5885421
33.27,371440.9520272102,11430000.0,0.5885659,0.5885659
33.28,356178.37975323474,11414650.0,0.58859,0.58859
33.29,340838.81448988494,11399220.0,0.5886143,0.5886143
33.3,325425.5721009314,11383720.0,0.5886389,0.5886389
33.31,309941.9843764889,11368140.0,0.5886637,0.5886637
33.32,294391.3983128332,11352500.0,0.5886887,0.5886887
33.33,278777.1753888551,11336790.0,0.5887139,0.5887139
33.34,263102.6908394441,11321020.0,0.5887393,0.5887393
33.35,247371.33292593723,11305200.0,0.588765,0.588765
33.36,231586.50220361474,11289310.0,0.5887909,0.5887909
33.37,215751.61078665243,11273380.0,0.5888169,0.5888169
33.38,199870.08161055992,11257410.0,0.5888432,0.5888432
33.39,183945.34769229608,11241380.0,0.5888696,0.5888696
33.4,167980.8513880891,11225320.0,0.5888963,0.5888963
33.41,151980.0436493918,11209220.0,0.5889231,0.5889231
33.42,135946.3832768479,11193090.0,0.5889502,0.5889502
33.43,119883.33617273184,11176930.0,0.5889773,0.5889773
33.44,103794.37459162109,11160740.0,0.5890047,0.5890047
33.45,87682.97638988118,11144530.0,0.5890322,0.5890322
33.46,71552.62427389354,11128300.0,0.5890599,0.5890599
33.47,55406.805047172646,11112060.0,0.5890877,0.5890877
33.48,39249.00885667528,11095800.0,0.5891157,0.5891157
33.49,23082.72843834034,11079540.0,0.5891438,0.5891438
33.5,6911.458362115897,11063270.0,0.5891721,0.5891721
33.51,-9261.305723488349,11047000.0,0.5892004,0.5892004
33.52,-25432.067847011484,11030730.0,0.5892289,0.5892289
33.53,-41597.33246972153,11014470.0,0.5892575,0.5892575
33.54,-57753.605241272424,10998210.0,0.5892863,0.5892863
33.55,-73897.39375502599,10981970.0,0.5893151,0.5893151
33.56,-90025.20830300052,10965750.0,0.589344,0.589344
33.57,-106133.56263018938,10949540.0,0.589373,0.589373
33.58,-122218.97468821095,10933360.0,0.5894021,0.5894021
33.59,-138277.96738798704,10917210.0,0.5894312,0.5894312
33.6,-154307.0693513104,10901090.0,0.5894604,0.5894604
33.61,-170302.81566131773,10885000.0,0.5894898,0.5894898
33.62,-186261.74861144912,10868940.0,0.5895191,0.5895191
33.63,-202180.41845286466,10852940.0,0.5895485,0.5895485
33.64,-218055.3841401259,10836970.0,0.589578,0.589578
33.65,-233883.2140751111,10821050.0,0.5896075,0.5896075
33.66,-249660.4868487342,10805180.0,0.5896371,0.5896371
33.67,-265383.79198059207,10789370.0,0.5896667,0.5896667
33.68,-281049.73065608146,10773620.0,0.5896963,0.5896963
33.69,-296654.9164612223,10757930.0,0.589726,0.589726
33.7,-312195.9761146182,10742300.0,0.5897557,0.5897557
33.71,-327669.55019662407,10726750.0,0.5897855,0.5897855
33.72,-343072.2938755771,10711260.0,0.5898152,0.5898152
33.73,-358400.8776307994,10695850.0,0.5898449,0.5898449
33.74,-373651.98797233583,10680520.0,0.5898747,0.5898747
33.75,-388822.3281571821,10665280.0,0.5899045,0.5899045
33.76,-403908.61890196655,10650110.0,0.5899342,0.5899342
33.77,-418907.59909179166,10635040.0,0.589964,0.589964
33.78,-433816.026485148,10620060.0,0.5899937,0.5899937
33.79,-448630.6784148146,10605170.0,0.5900233,0.5900233
33.8,-463348.3524844545,10590380.0,0.590053,0.590053
33.81,-477965.8672608725,10575700.0,0.5900826,0.5900826
33.82,-492480.0629616987,10561120.0,0.5901122,0.5901122
33.83,-506887.80213846243,10546650.0,0.5901418,0.5901418
33.84,-521185.9703547814,10532290.0,0.5901712,0.5901712
33.85,-535371.4768595435,10518040.0,0.5902006,0.5902006
33.86,-549441.2552550918,10503910.0,0.59023,0.59023
33.87,-563392.2641600422,10489900.0,0.5902592,0.5902592
33.88,-577221.4878667068,10476020.0,0.5902884,0.5902884
33.89,-590925.9369929556,10462260.0,0.5903175,0.5903175
33.9,-604502.649128488,10448640.0,0.5903465,0.5903465
33.91,-617948.6894751382,10435140.0,0.5903754,0.5903754
33.92,-631261.1514813267,10421780.0,0.5904042,0.5904042
33.93,-644437.157470261,10408560.0,0.5904328,0.5904328
33.94,-657473.8592620906,10395480.0,0.5904613,0.5904613
33.95,-670368.4387895283,10382550.0,0.5904897,0.5904897
33.96,-683118.1087070042,10369760.0,0.590518,0.590518
33.97,-695720.1129932263,10357130.0,0.5905461,0.5905461
33.98,-708171.7275469094,10344640.0,0.5905741,0.5905741
33.99,-720470.2607756394,10332320.0,0.5906019,0.5906019
34.0,-732613.0541776763,10320150.0,0.5906295,0.5906295
34.01,-744597.4829166617,10308140.0,0.5906569,0.5906569
34.02,-756420.9563889962,10296290.0,0.5906842,0.5906842
34.03,-768080.9187838187,10284620.0,0.5907113,0.5907113
34.04,-779574.849635515,10273100.0,0.5907382,0.5907382
34.05,-790900.264368529,10261770.0,0.5907648,0.5907648
34.06,-802054.7148344499,10250600.0,0.5907913,0.5907913
34.07,-813035.789841193,10239610.0,0.5908175,0.5908175
34.08,-823841.115674245,10228800.0,0.5908435,0.5908435
34.09,-834468.3566097644,10218170.0,0.5908692,0.5908692
34.1,-844915.2154194405,10207720.0,0.5908947,0.5908947
34.11,-855179.4338671543,10197460.0,0.59092,0.59092
34.12,-865258.793197056,10187390.0,0.5909449,0.5909449
34.13,-875151.1146132201,10177510.0,0.5909696,0.5909696
34.14,-884854.259750581,10167820.0,0.5909941,0.5909941
34.15,-894366.1311372226,10158320.0,0.5910182,0.5910182
34.16,-903684.6726477566,10149020.0,0.591042,0.591042
34.17,-912807.8699477743,10139920.0,0.5910655,0.5910655
34.18,-921733.7509292561,10131020.0,0.5910888,0.5910888
34.19,-930460.3861369193,10122320.0,0.5911117,0.5911117
34.2,-938985.8891852656,10113820.0,0.5911343,0.5911343
34.21,-947308.4171663426,10105530.0,0.5911564,0.5911564
34.22,-955426.171048139,10097450.0,0.5911783,0.5911783
34.23,-963337.396063454,10089580.0,0.5911999,0.5911999
34.24,-971040.3820892235,10081920.0,0.591221,0.591221
34.25,-978533.4640161715,10074470.0,0.5912418,0.5912418
34.26,-985815.022108771,10067240.0,0.5912622,0.5912622
34.27,-992883.482355359,10060230.0,0.5912823,0.5912823
34.28,-999737.3168083737,10053430.0,0.591302,0.591302
34.29,-1006375.0439146602,10046850.0,0.5913212,0.5913212
34.3,-1012795.228835718,10040490.0,0.5913401,0.5913401
34.31,-1018996.4837578656,10034360.0,0.5913586,0.5913586
34.32,-1024977.4681922256,10028450.0,0.5913767,0.5913767
34.33,-1030736.8892645075,10022760.0,0.5913943,0.5913943
34.34,-1036273.5019944749,10017300.0,0.5914115,0.5914115
34.35,-1041586.1095650438,10012060.0,0.5914283,0.5914283
34.36,-1046673.5635810343,10007060.0,0.5914447,0.5914447
34.37,-1051534.7643173756,10002280.0,0.5914607,0.5914607
34.38,-1056168.660956847,9997737.0,0.5914763,0.5914763
34.39,-1060574.2518172066,9993423.0,0.5914914,0.5914914
34.4,-1064750.5845677443,9989343.0,0.5915061,0.5915061
34.41,-1068696.756435131,9985495.0,0.5915204,0.5915204
34.42,-1072411.9143985617,9981882.0,0.5915342,0.5915342
34.43,-1075895.2553741424,9978504.0,0.5915476,0.5915476
34.44,-1079146.0263885076,9975362.0,0.5915606,0.5915606
34.45,-1082163.5247415723,9972456.0,0.5915732,0.5915732
34.46,-1084947.0981584291,9969786.0,0.5915853,0.5915853
34.47,-1087496.1449303555,9967356.0,0.591597,0.591597
34.48,-1089810.1140448747,9965164.0,0.5916083,0.5916083
34.49,-1091888.505304869,9963210.0,0.5916193,0.5916193
34.5,-1093730.8694366987,9961495.0,0.5916297,0.5916297
34.51,-1095336.8081873266,9960020.0,0.5916398,0.5916398
34.52,-1096705.9744104012,9958785.0,0.5916495,0.5916495
34.53,-1097838.0721412965,9957791.0,0.5916588,0.5916588
34.54,-1098732.856661093,9957036.0,0.5916677,0.5916677
34.55,-1099390.1345494739,9956523.0,0.5916762,0.5916762
34.56,-1099809.7637265367,9956250.0,0.5916844,0.5916844
34.57,-1099991.6534835054,9956218.0,0.5916922,0.5916922
34.58,-1099935.764502339,9956426.0,0.5916997,0.5916997
34.59,-1099642.1088642306,9956876.0,0.5917067,0.5917067
34.6,-1099110.750046996,9957567.0,0.5917134,0.5917134
34.61,-1098341.8029113507,9958498.0,0.5917199,0.5917199
34.62,-1097335.433676083,9959669.0,0.5917259,0.5917259
34.63,-1096091.8598821217,9961081.0,0.5917317,0.5917317
34.64,-1094611.3503455152,9962732.0,0.5917371,0.5917371
34.65,-1092894.2250993184,9964624.0,0.5917422,0.5917422
34.66,-1090940.8553244139,9966754.0,0.591747,0.591747
34.67,-1088751.6632692767,9969123.0,0.5917515,0.5917515
34.68,-1086327.1221587057,9971730.0,0.5917557,0.5917557
34.69,-1083667.7560915179,9974575.0,0.5917596,0.5917596
34.7,-1080774.1399272617,9977656.0,0.5917633,0.5917633
34.71,-1077646.8991619595,9980975.0,0.5917667,0.5917667
34.72,-1074286.7097928873,9984529.0,0.5917698,0.5917698
34.73,-1070694.2981724546,9988318.0,0.5917726,0.5917726
34.74,-1066870.4408511901,9992342.0,0.5917752,0.5917752
34.75,-1062815.9644098862,9996598.0,0.5917775,0.5917775
34.76,-1058531.7452809112,10001090.0,0.5917796,0.5917796
34.77,-1054018.7095587612,10005810.0,0.5917814,0.5917814
34.78,-1049277.8327998787,10010760.0,0.591783,0.591783
34.79,-1044310.1398117582,10015940.0,0.5917844,0.5917844
34.8,-1039116.70443143,10021350.0,0.5917854,0.5917854
34.81,-1033698.6492933291,10026980.0,0.5917863,0.5917863
34.82,-1028057.1455866328,10032840.0,0.5917869,0.5917869
34.83,-1022193.4128020756,10038930.0,0.5917873,0.5917873
34.84,-1016108.7184683474,10045240.0,0.5917875,0.5917875
34.85,-1009804.3778781072,10051770.0,0.5917874,0.5917874
34.86,-1003281.7538036472,10058520.0,0.5917871,0.5917871
34.87,-996542.2562023222,10065500.0,0.5917866,0.5917866
34.88,-989587.3419117569,10072680.0,0.5917858,0.5917858
34.89,-982418.514334961,10080090.0,0.5917848,0.5917848
34.9,-975037.3231152929,10087710.0,0.5917836,0.5917836
34.91,-967445.3638015302,10095540.0,0.5917822,0.5917822
34.92,-959644.277502941,10103590.0,0.5917805,0.5917805
34.93,-951635.7505345682,10111840.0,0.5917786,0.5917786
34.94,-943421.5140526685,10120310.0,0.5917765,0.5917765
34.95,-935003.3436805035,10128980.0,0.5917742,0.5917742
34.96,-926383.0591245636,10137850.0,0.5917715,0.5917715
34.97,-917562.5237811464,10146920.0,0.5917687,0.5917687
34.98,-908543.644333596,10156200.0,0.5917657,0.5917657
34.99,-899328.3703401315,10165670.0,0.5917624,0.5917624
35.0,-889918.6938124419,10175340.0,0.5917589,0.5917589
35.01,-880316.6487850577,10185210.0,0.5917552,0.5917552
35.02,-870524.3108756779,10195260.0,0.5917512,0.5917512
35.03,-860543.796836511,10205510.0,0.591747,0.591747
35.04,-850377.2640966808,10215940.0,0.5917425,0.5917425
35.05,-840026.910295886,10226560.0,0.5917379,0.5917379
35.06,-829494.9728093399,10237370.0,0.5917329,0.5917329
35.07,-818783.7282641507,10248350.0,0.5917277,0.5917277
35.08,-807895.4920471649,10259520.0,0.5917224,0.5917224
35.09,-796832.6178044804,10270860.0,0.5917167,0.5917167
35.1,-785597.4969326869,10282370.0,0.5917109,0.5917109
35.11,-774192.5580619014,10294060.0,0.5917047,0.5917047
35.12,-762620.2665308057,10305910.0,0.5916983,0.5916983
35.13,-750883.1238537127,10317930.0,0.5916918,0.5916918
35.14,-738983.6671798793,10330120.0,0.5916849,0.5916849
35.15,-726924.468744975,10342460.0,0.5916778,0.5916778
35.16,-714708.135315137,10354970.0,0.5916705,0.5916705
35.17,-702337.3076234333,10367630.0,0.5916629,0.5916629
35.18,-689814.659799086,10380440.0,0.5916552,0.5916552
35.19,-677142.8987893545,10393410.0,0.5916471,0.5916471
35.2,-664324.7637744005,10406520.0,0.5916389,0.5916389
35.21,-651363.0255752512,10419780.0,0.5916303,0.5916303
35.22,-638260.4860547478,10433180.0,0.5916216,0.5916216
35.23,-625019.9775119388,10446720.0,0.5916126,0.5916126
35.24,-611644.3620698199,10460390.0,0.5916033,0.5916033
35.25,-598136.5310566712,10474200.0,0.5915939,0.5915939
35.26,-584499.4043810177,10488140.0,0.5915841,0.5915841
35.27,-570735.9299004681,10502200.0,0.5915742,0.5915742
35.28,-556849.0827845144,10516400.0,0.591564,0.591564
35.29,-542841.8648713672,10530710.0,0.5915536,0.5915536
35.3,-528717.3040190921,10545140.0,0.591543,0.591543
35.31,-514478.4534510822,10559680.0,0.5915321,0.5915321
35.32,-500128.39109608805,10574340.0,0.591521,0.591521
35.33,-485670.21892283886,10589110.0,0.5915097,0.5915097
35.34,-471107.0622695281,10603980.0,0.5914981,0.5914981
35.35,-456442.06916824944,10618960.0,0.5914864,0.5914864
35.36,-441678.4096644623,10634030.0,0.5914744,0.5914744
35.37,-426819.27513177035,10649210.0,0.5914621,0.5914621
35.38,-411867.87758203916,10664470.0,0.5914497,0.5914497
35.39,-396827.4489711397,10679820.0,0.5914371,0.5914371
35.4,-381701.24050019967,10695270.0,0.5914242,0.5914242
35.41,-366492.5219129116,10710790.0,0.5914112,0.5914112
35.42,-351204.5807886739,10726390.0,0.5913979,0.5913979
35.43,-335840.72183199937,10742070.0,0.5913845,0.5913845
